entry_type	archive_path	uncompressed_size	compressed_size	crc32	unix_mode
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/00_freeze/source_binding.txt	787	476	861ac7fc	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/00_freeze/T4_POSITIVE_PROPERTY_RESULTS.tsv	130	63	8fc4e8e5	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/00_freeze/T4_POSITIVE_STATUS.txt	1620	758	ace93220	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/00_freeze/theorem_Makefile	602	361	49d90a5a	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/00_freeze/theorem_registry.md	3397	1125	fc3fd987	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/00_freeze/verification_intent.json	3232	1381	8e4e4613	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/baseline_tree_excluding_poly.tsv	145854	50409	b0c3f7cf	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/body_binding/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/body_binding/show_functions.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/body_binding/show_functions.txt	59160	3644	c6f091d2	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/body_binding/show_properties.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/body_binding/show_properties.txt	5669	875	ad53b08e	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/build/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/build/coverage_build.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/build/coverage_build.stdout.txt	19532	1347	3171aa12	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/build/forbidden_transformations.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/build/goto_sha256.txt	540	266	e6902da6	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/build/theorem_build.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/build/theorem_build.stdout.txt	19409	1341	efe17368	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/build/theorem_dry_run.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/build/theorem_dry_run.stdout.txt	18301	1177	d6de9f83	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/coverage_result/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/coverage_result/coverage.stderr.txt	104	75	a00df8e1	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/coverage_result/coverage.stdout.txt	5485	773	1b055966	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/theorem_result/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/theorem_result/theorem.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/01_baseline/theorem_result/theorem.stdout.txt	9789	1514	8db80949	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/	0	0	00000000	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/	0	0	00000000	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/body_binding/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/body_binding/show_functions.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/body_binding/show_functions.txt	61121	3649	58d9e6a9	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/body_binding/show_properties.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/body_binding/show_properties.txt	5834	877	c0c174fd	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/build/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/build/build.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/build/build.stdout.txt	20212	1355	ec65d4e9	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/build/goto.sha256	280	216	49a4884b	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/poly_source.diff	379	253	abc3b831	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/result/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/result/property_summary.txt	3147	686	e53ea765	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/result/status.txt	469	235	e95a48b7	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/result/theorem.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/result/theorem.stdout.txt	1161295	35090	b93519cd	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/source_binding.txt	340	257	6c47145a	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M1_barrett_identity/tree_excluding_poly.tsv	145854	50409	b0c3f7cf	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/	0	0	00000000	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/body_binding/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/body_binding/show_functions.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/body_binding/show_functions.txt	60381	3636	37d2411e	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/body_binding/show_properties.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/body_binding/show_properties.txt	5774	874	682963ab	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/build/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/build/build.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/build/build.stdout.txt	19920	1348	5dbee034	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/build/goto.sha256	276	212	b05274fb	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/poly_source.diff	380	256	f0b02313	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/result/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/result/property_summary.txt	1561	487	d634973c	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/result/status.txt	465	231	eeec723a	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/result/theorem.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/result/theorem.stdout.txt	85937	3734	cfd0f5a7	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/source_binding.txt	336	253	7e47859d	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M2_barrett_zero/tree_excluding_poly.tsv	145854	50409	b0c3f7cf	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/	0	0	00000000	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/body_binding/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/body_binding/show_functions.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/body_binding/show_functions.txt	40845	2647	6a5bfd5a	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/body_binding/show_properties.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/body_binding/show_properties.txt	5879	886	2701f150	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/build/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/build/build.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/build/build.stdout.txt	20431	1356	18e24c2b	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/build/goto.sha256	283	218	6987559f	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/poly_source.diff	388	253	7ab88366	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/result/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/result/property_summary.txt	1878	533	7732ac99	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/result/status.txt	472	241	1e20b47e	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/result/theorem.stderr.txt	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/result/theorem.stdout.txt	247070	7751	b7fd7569	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/source_binding.txt	343	262	0fb089b6	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/02_mutants/M3_normalizer_identity/tree_excluding_poly.tsv	145854	50409	b0c3f7cf	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/03_final_status/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/03_final_status/CANON_T4_FINAL_STATUS.txt	1253	683	896612de	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/03_final_status/T4_MUTATION_MATRIX.tsv	241	134	7de143e4	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/03_final_status/T4_PROPERTY_RESULTS.tsv	203	91	8b20a417	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/04_manifest/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/04_manifest/CANON_T4_FINAL_SHA256SUMS.txt	10035	3073	6a6604c2	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/04_manifest/CANON_T4_FINAL_SHA256SUMS.txt.sha256	199	162	7e4fb430	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/baseline.tsv	145854	50409	b0c3f7cf	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/M1_barrett_identity.tsv	145854	50409	b0c3f7cf	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/M1_barrett_identity_non_poly.diff	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/M1_barrett_identity_poly_source.diff	379	253	abc3b831	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/M2_barrett_zero.tsv	145854	50409	b0c3f7cf	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/M2_barrett_zero_non_poly.diff	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/M2_barrett_zero_poly_source.diff	380	256	f0b02313	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/M3_normalizer_identity.tsv	145854	50409	b0c3f7cf	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/M3_normalizer_identity_non_poly.diff	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/M3_normalizer_identity_poly_source.diff	388	253	7ab88366	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/mutation_validation.tsv	150	98	7b0b6486	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/05_tree_validation/tree_manifest_sha256.txt	788	206	9ac5e34c	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/	0	0	00000000	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/	0	0	00000000	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.clang-format	1224	658	153d5905	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.clang-tidy	1780	960	9381d79e	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.envrc	273	219	a90df7f1	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actionlint.yaml	410	269	a9d8d594	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/	0	0	00000000	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/bench/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/bench/action.yml	3833	1311	9a06a6ab	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/cbmc/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/cbmc/action.yml	2384	981	2971eb5b	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/cbmc/report.py	8845	2816	0e34e508	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/config-variations/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/config-variations/action.yml	13387	1540	0ba8a502	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/ct-test/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/ct-test/action.yml	1541	640	041b5a66	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/functest/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/functest/action.yml	5261	1443	364b04e3	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/lint/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/lint/action.yml	1539	636	edeeff5f	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/multi-functest/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/multi-functest/action.yml	11985	1389	7045b34d	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-apt/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-apt/action.yml	798	354	51f1303f	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-aws-lc/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-aws-lc/action.yml	1031	476	b1cff1b8	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-brew/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-brew/action.yml	657	348	e3e691b7	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-nix/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-nix/action.yml	4795	1620	4bfc242b	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-oqs/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-oqs/action.yml	992	481	ba2e99ce	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-os/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-os/action.yml	1228	442	85b82eef	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-pavona/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-pavona/action.yml	1785	792	b0275e2d	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-shell/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-shell/action.yml	1584	651	0cc80399	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-yum/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/actions/setup-yum/action.yml	683	330	db5278a2	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/dependabot.yml	218	174	6818a0f3	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/ISSUE_TEMPLATE/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/ISSUE_TEMPLATE/bug_report.md	720	417	c1a8419b	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/ISSUE_TEMPLATE/feature_request.md	611	354	f07a08d5	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/mlc_config.json	888	362	35a4c3b3	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/scripts/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/scripts/check-wycheproof-updates.py	5845	2248	b0dcb112	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/workflows/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/workflows/all.yml	2565	560	efc57ab3	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/workflows/baremetal.yml	2803	834	fd2b6614	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/workflows/base.yml	10952	1899	2220f05a	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/workflows/bench.yml	7516	1717	807c6325	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/workflows/bench_ec2_any.yml	2108	740	07b4e0ce	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/workflows/bench_ec2_reusable.yml	9762	2258	18376d91	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/workflows/cbmc.yml	1958	498	ab41aec8	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/workflows/ci.yml	28656	4828	66da6779	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T4_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/.github/workflows/ci_ec2_any.yml	2210	755	0e91c489	0
